Nº MPAL;ÁREA DE GOBIERNO;DIRECCIÓN GENERAL O SERVICIO DE ADSCRIPCIÓN;TIPO DE USO;TIPO VEHICULO;RELACIÓN CONTRACTUAL;ENERGÍA/COMBUSTIBLE;ETIQUETA MEDIOAMBIENTAL
5225;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL ;C
5302;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;DIESEL ;B
3394;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
2438;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
8205;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL ;C
8306;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL ;C
8206;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL ;C
8769;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL ;C
8202;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL ;C
2614;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
8203;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL ;C
8204;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL ;C
5301;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;DIESEL ;B
B 2410;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;CEDIDOS - EMPRESA MUNICIPAL DE TRANSPORTES DE MADRID,S .A.;OPERATIVO;AUTOBUS;CEDIDO A;DIESEL ;SIN DISTINTIVO
B 2411;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;CEDIDOS - EMPRESA MUNICIPAL DE TRANSPORTES DE MADRID,S .A.;OPERATIVO;AUTOBUS;CEDIDO A;DIESEL ;SIN DISTINTIVO
B 2412;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;CEDIDOS - EMPRESA MUNICIPAL DE TRANSPORTES DE MADRID,S .A.;OPERATIVO;AUTOBUS;CEDIDO A;DIESEL ;SIN DISTINTIVO
2615;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
3395;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
2616;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
B 2427;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;CEDIDOS - EMPRESA MUNICIPAL DE TRANSPORTES DE MADRID,S .A.;OPERATIVO;AUTOBUS;CEDIDO A;DIESEL ;B
2617;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
2399;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
5300;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;DIESEL ;B
5226;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL ;C
2618;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
2738;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
3396;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
71;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;ORGANISMO AUTONOMO AGENCIA DE ACTIVIDADES;ADMINISTRATIVO ;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
2619;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
3397;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
5104;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;C
2439;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
2620;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
2739;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
2621;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
3398;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
2622;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
2449;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
4400;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE SERVICIOS DE LIMPIEZA Y RESIDUOS ;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
5080;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;C
4401;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE SERVICIOS DE LIMPIEZA Y RESIDUOS ;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4402;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE SERVICIOS DE LIMPIEZA Y RESIDUOS ;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4403;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE SERVICIOS DE LIMPIEZA Y RESIDUOS ;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
2623;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
2441;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
2624;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
5204;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL ;C
3399;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
8574;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL;C
8557;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL;C
2448;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
2818;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL ;C
2444;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
2740;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
2215;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;C
5079;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;C
2437;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
1108;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;CAMIÓN;PROPIEDAD;DIESEL ;SIN DISTINTIVO
335;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;D.G. CONTRATACIÓN Y SERVICIOS;ADMINISTRATIVO;FURGONETA;Renting ;ELÉCTRICO;0 EMISIONES
2442;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
2741;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
5078;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;C
2062;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;C
2447;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
5155;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;C
2742;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
28;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;DISTRITO DE TETUAN;AD/ REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
29;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;DISTRITO DE USERA;ADMINISTRATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
30;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;DISTRITO DE VICALVARO;AD/ REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
69;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;ORGANISMO AUTONOMO AGENCIA TRIBUTARIA MADRID;ADMINISTRATIVO ;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
32;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;DISTRITO DE VILLAVERDE;AD/ REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
31;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;DISTRITO DE VILLAVERDE;ADMINISTRATIVO ;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
10;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;DISTRITO DE ARGANZUELA;AD/ REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
5400;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL ;C
11;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;DISTRITO DE BARAJAS;AD/ REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
12;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;DISTRITO DE CARABANCHEL;ADMINISTRATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
15;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;DISTRITO DE CIUDAD LINEAL;AD/ REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
16;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;DISTRITO DE CHAMBERI;AD/ REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
14;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;DISTRITO DE  CENTRO;AD/ REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
18;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;DISTRITO DE FUENCARRAL;AD/ REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
19;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;DISTRITO DE HORTALEZA;AD/ REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
1669;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;FURGONETA;RENTING;DIESEL ;B
17;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;DISTRITO DE CHAMARTIN;AD/ REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
20;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;DISTRITO DE HORTALEZA;ADMINISTRATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
2743;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
22;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;DISTRITO DE LATINA;AD/ REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
21;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;DISTRITO DE LATINA;ADMINISTRATIVO ;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
25;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;DISTRITO DE RETIRO;AD/ REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
23;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;DISTRITO DE MONCLOA;AD/ REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
27;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;DISTRITO DE SAN BLAS;AD/ REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
24;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;SGT COORDINACIÓN GENERAL ALCALDÍA;AD/ REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
26;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;DISTRITO DE SALAMANCA;AD/ REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
13;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;DISTRITO DE  CARABANCHEL;AD/ REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
1668;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;FURGONETA;RENTING;DIESEL ;B
1665;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;FURGONETA;RENTING;DIESEL ;B
1663;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;FURGONETA;RENTING;DIESEL ;B
1662;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;FURGONETA;RENTING;DIESEL ;B
1661;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;FURGONETA;RENTING;DIESEL ;B
3512;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;SIN DISTINTIVO
2744;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
1659;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;FURGONETA;RENTING;DIESEL ;B
3514;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;SIN DISTINTIVO
2126;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;C
3515;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;SIN DISTINTIVO
759;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;DPTO SERVICIOS VETERINARIOS;INCIDENCIAS ;TURISMO;RENTING;GASOLINA;C
2445;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
2819;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL ;C
2715;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
2443;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
2716;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
2446;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
35;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;S.G.T. AREA DE GOBIERNO DE HACIENDA Y PERSONAL;AD/ REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
2810;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL ;C
33;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;DISTRITO DE PUENTE  VALLECAS;AD/ REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
34;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;DISTRITO DE VILLA VALLECAS;AD/ REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
37;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;OFICINA DE LA PRESIDENCIA DEL PLENO;AD/ REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
39;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;OFICINA DE LA PRESIDENCIA DEL PLENO;AD/ REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
2717;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
2745;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
36;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;OFICINA DE LA PRESIDENCIA DEL PLENO;AD/ REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
68;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;ORGANISMO AUTONOMO INFORMATICA AYUNTAMIENTO DE MADRID;ADMINISTRATIVO ;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
8577;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL;C
8551;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL;C
8208;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL;C
8560;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL;C
8209;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL;C
2440;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
2214;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;C
860;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;OO.AA. MADRID SALUD (CENTRO DE PROTECCIÓN ANIMAL);INCIDENCIAS;MOTO;PROPIEDAD;GASOLINA;B
4825;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTIÓN DEL AGUA Y ZONAS VERDES;OPERATIVO;VEHÍCULO ESPECIAL;PROPIEDAD;DIESEL ;SIN DISTINTIVO
4809;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTIÓN DEL AGUA Y ZONAS VERDES;OPERATIVO;VEHÍCULO ESPECIAL;PROPIEDAD;DIESEL ;SIN DISTINTIVO
4760;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTIÓN DEL AGUA Y ZONAS VERDES;OPERATIVO;VEHÍCULO ESPECIAL;PROPIEDAD;DIESEL ;SIN DISTINTIVO
