Nº MPAL;ÁREA DE GOBIERNO;DIRECCIÓN GENERAL/DISTRITO/OO.AA  de ADSCRIPCIÓN (esta casilla sólo se muestra a efectos internos, sin que esté prevista su visualización en el Portal de Datos Abiertos);TIPO DE USO;TIPO VEHICULO;RÉGIMEN JURÍDICO ;ENERGÍA/COMBUSTIBLE
828;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;OO.AA. MADRID SALUD (IC);INCIDENCIAS;TURISMO;RENTING;DIESEL
5400;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL
3322;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
6088;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA
6803;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;RENTING;GASOLINA
6204;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA;RENTING;DIESEL
104;AREA DE GOBIERNO DE ECONOMIA Y HACIENDA;OFICINA DE LA PRESIDENCIA DEL PLENO;AD/ REPRESENTACIÓN;TURISMO;RENTING;GASOLINA / HIBRIDO
6398;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA
8429;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;PROPIEDAD;DIESEL
3104;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
6359;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA
1062;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;TURISMO;RENTING;DIESEL
551;AREA DE GOBIERNO DE ECONOMIA Y HACIENDA;OFICINA DE LA PRESIDENCIA DEL PLENO;ADMINISTRATIVO;TURISMO;RENTING;GASOLINA
3373;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
4238;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;DIESEL
2952;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL
8007;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA
6221;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;DIESEL
6397;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA
4013;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;DIESEL
4337;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;GASOLINA / GLP
5062;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA
1709;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL
8863;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL
2760;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
1401;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;VEHÍCULO ESPECIAL;PROPIEDAD;DIESEL
4881;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTIÓN DEL AGUA Y ZONAS VERDES;OPERATIVO;VEHÍCULO ESPECIAL;PROPIEDAD;DIESEL
6013;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA
2981;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL
2924;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MICROBUS;PROPIEDAD;DIESEL
3248;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
8475;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL
4243;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;DIESEL
8966;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
2606;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
6354;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA
2713;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
6077;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA
2711;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
6048;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA
8504;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL
825;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;OO.AA. MADRID SALUD (UTCV);INCIDENCIAS;TURISMO;RENTING;DIESEL
8846;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;TODO TERRENO;RENTING;DIESEL
4244;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;DIESEL
8197;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL
3370;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
4857;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTIÓN DEL AGUA Y ZONAS VERDES;OPERATIVO;VEHÍCULO ESPECIAL;PROPIEDAD;DIESEL
223;AREA DE GOBIERNO DE ECONOMIA Y HACIENDA;SECRETARIA SERVICIOS COMUNES Y FONDOS EUROPEOS;INCIDENCIAS;FURGONETA;PROPIEDAD;GASOLINA
3965;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
6256;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;DIESEL
8532;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL
4287;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;DIESEL
1334;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;CAMIÓN;PROPIEDAD;DIESEL
6813;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;RENTING;GASOLINA
4325;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;GASOLINA / GLP
132;AREA DE GOBIERNO DE ECONOMIA Y HACIENDA;SECRETARÍA GENERAL TÉCNICA DE GERENCIA;ADMINISTRATIVO;TURISMO;RENTING;GASOLINA / HIBRIDO
4208;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;GASOLINA
6802;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;RENTING;GASOLINA
399;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;OO.AA. MADRID SALUD (CENTRO DE PROTECCIÓN ANIMAL);ADMINISTRATIVO;FURGONETA;PROPIEDAD;DIESEL
2121;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;DIESEL
3208;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
2118;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;FORMACIÓN;TURISMO;CEDIDO A;DIESEL
M1230;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;EXPOSICIÓN;CAMIÓN;PROPIEDAD;DIESEL
5073;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA
1724;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;CAMIÓN;RENTING;DIESEL
1115;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;CAMIÓN;RENTING;DIESEL
3280;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
5201;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA ;PROPIEDAD;DIESEL
2579;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
6904;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;RENTING;GASOLINA
3402;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
4032;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;DIESEL
4033;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;DIESEL
3215;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
1136;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;CAMIÓN;PROPIEDAD;DIESEL
1072;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;TURISMO;RENTING;DIESEL
5117;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA
4270;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;DIESEL
4824;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTIÓN DEL AGUA Y ZONAS VERDES;OPERATIVO;VEHÍCULO ESPECIAL;PROPIEDAD;DIESEL
147;AREA DE GOBIERNO DE ECONOMIA Y HACIENDA;S.G.T. DESARROLLO URBANO SOSTENIBLE;ADMINISTRATIVO;TURISMO;RENTING;GASOLINA / HIBRIDO
304;AREA DE GOBIERNO DE ECONOMIA Y HACIENDA;S.G.T.;ADMINISTRATIVO;TURISMO;PROPIEDAD;ELÉCTRICO
1218;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;CAMIÓN;PROPIEDAD;DIESEL
4809;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTIÓN DEL AGUA Y ZONAS VERDES;OPERATIVO;VEHÍCULO ESPECIAL;PROPIEDAD;DIESEL
2034;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;S.G.T. DE SALUD,  SEGURIDAD Y EMERGENCIAS;ADMINISTRATIVO;TURISMO;RENTING;GASOLINA / HIBRIDO
2932;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;CAMIÓN;PROPIEDAD;DIESEL
2978;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL
1055;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;TURISMO;RENTING;DIESEL
5087;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA
3310;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
6025;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA
6104;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA
4271;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;DIESEL
5149;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA
4594;AREA DE GOBIERNO DE ECONOMIA Y HACIENDA;S.G.T. MEDIO AMBIENTE Y MOVILIDAD;ADMINISTRATIVO;TURISMO;RENTING;GASOLINA
1064;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;TURISMO;RENTING;DIESEL
2929;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL
4481;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTIÓN DEL AGUA Y ZONAS VERDES;OPERATIVO;CAMIÓN;PROPIEDAD;DIESEL
4764;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTIÓN DEL AGUA Y ZONAS VERDES;OPERATIVO;VEHÍCULO ESPECIAL;PROPIEDAD;DIESEL
2029;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;DIESEL
138;AREA DE GOBIERNO DE ECONOMIA Y HACIENDA;S.G.T. DE CULTURA Y DEPORTES;ADMINISTRATIVO;TURISMO;RENTING;GASOLINA / HIBRIDO
6391;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA
3219;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
507;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;OO.AA. MADRID SALUD (CENTRO DE PROTECCIÓN ANIMAL);INCIDENCIAS;FURGONETA;PROPIEDAD;DIESEL
8172;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL
3362;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
6964;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;RENTING;GASOLINA
819;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;OO.AA. MADRID SALUD (MERCAMADRID);INCIDENCIAS;TURISMO;RENTING;DIESEL
6422;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA
3363;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
2129;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA
308;AREA DE GOBIERNO DE ECONOMIA Y HACIENDA;D.G. CONTRATACIÓN Y SERVICIOS;ADMINISTRATIVO;TURISMO;PROPIEDAD;ELÉCTRICO
2909;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;CAMIÓN;PROPIEDAD;DIESEL
5145;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA
3744;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
3745;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
6350;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA
2707;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
4882;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTIÓN DEL AGUA Y ZONAS VERDES;OPERATIVO;VEHÍCULO ESPECIAL;PROPIEDAD;DIESEL
6421;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA
99;AREA DE GOBIERNO DE ECONOMIA Y HACIENDA;J.M.D. PUENTE DE VALLECAS;ADMINISTRATIVO;TURISMO;PROPIEDAD;DIESEL
5150;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA
4543;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTIÓN DEL AGUA Y ZONAS VERDES;OPERATIVO;TURISMO;RENTING;GASOLINA
134;AREA DE GOBIERNO DE ECONOMIA Y HACIENDA;SECRETARIA SERVICIOS COMUNES Y FONDOS EUROPEOS;ADMINISTRATIVO;TURISMO;RENTING;GASOLINA / HIBRIDO
1667;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;FURGONETA;RENTING;DIESEL
3399;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
1050;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;TURISMO;RENTING;DIESEL
3134;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
3268;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
3153;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
6058;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA
1285;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;CAMIÓN;PROPIEDAD;DIESEL
6223;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;DIESEL
3384;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
8518;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL
6808;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;RENTING;GASOLINA
3120;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;FORMACIÓN;MOTO;PROPIEDAD;GASOLINA
2266;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;FURGONETA;RENTING;DIESEL
2705;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
3284;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA
2917;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL
2955;AREA DE GOBIERNO DE SALUD,  SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL
4828;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTIÓN DEL AGUA Y ZONAS VERDES;OPERATIVO;REMOLQUE;PROPIEDAD;R.
